posting_id,job_id,title,company,location,term,posted_date,deadline,special_requirements,job_responsibilities,required_skills,detail_link,raw_text
460942,460942,Product Management Intern,Intrax Inc - Divisional Office,San Francisco,"Intermediate, Senior",,"Mar 11, 2026 9:00 AM",The University of Waterloo has compiled guidance and frequently asked questions for co-op students planning to work in the U.S. Please review this important information before deciding to apply for a U.S. work term. Work abroad co-op requirements webpage USA Work Permit/J-1 Visa webpage,"What You'll Do Learn our product and internal systems in depth and assist with creating clear, thorough, customer-facing documentation Gain hands-on experience diagnosing product issues, assessing impact, and applying prioritization frameworks to inform backlog decisions. Learn to analyze support trends, evaluate urgency and user impact, and differentiate between immediate risks and longer-term product improvements. Meet with internal stakeholders to understand user pain points and translate them into well-defined product stories for the backlog Support ongoing backlog grooming and product operations activities Collaborate closely with engineering, design, and business teams to ensure a shared understanding of product requirements, bugs, and user needs","What We're Looking For Pursuing a degree in computer science. Exceptional written and verbal communication skills, with the ability to explain technical concepts clearly to non-technical audiences Strong attention to detail and a structured approach to problem-solving Ability to learn complex systems quickly and ask thoughtful questions Comfortable working cross-functionally with engineering, design, and business partners Interest in product management, technology, and improving user experiences Nice to Have (but not Required) Experience with product management tools (e.g., Jira, Confluence) Exposure to customer support, QA, or technical documentation Basic understanding of software development concepts",,"460942 | Product Management Intern | Intrax Inc | Divisional Office | 1 | San Francisco | Intermediate, Senior | 143 | Mar 11, 2026 9:00 AM"
460554,460554,Software Developer,Marketing Kitchen Inc - Divisional Office,Markham,"Intermediate, Senior",,"Mar 10, 2026 9:00 AM","This job is funded by the Government of Canada's Student Work Placement Program (SWPP) or Canada Summer Jobs. These programs require that candidates be a Canadian citizen, permanent resident or a protected person defined by the Immigration and Refugee Protection Act.","Strong understanding of OOP Principles and design patterns such as MVC / MVVM. Design and develop new features for the Job Control in collaboration with internal teams and external clients. Write high quality, reusable code with test coverage. Maintain our scanner system. Identify areas of improvement and proactively propose solutions. Work closely with Senior Developer and make the most of learning opportunities. Additional Projects Identify areas of improvement within internal tools and client facing solutions and architect world-class solutions to solve those problems. General use of Gen AI or other AI Models to enhance workflow solutions.","Professional experience with JavaScript and Python. Experience with Node.js and React. Experience with building and integrating APIs. Familiarity with version control systems: Git. Understanding of Windows services, including their operation and debugging techniques. Knowledge of HTTP Protocol. Excellent problem-solving skills and attention to detail. Ability to work both independently and deliver results. Strong communication skills. Nice to have Experience: C# and Entity Framework. AWS/GCP for User Authentication. Database management and SQL. SOAP APIs. Working understanding of LLMs and AI automation tools. Understanding of Secure File Transfer Protocol (SFTP). Soft Skills: Technological Agility - we have various technologies, as well as many other secondary technologies integrated into a singular app. We'd love to hire a candidate who's motivated, and curious, who loves solving problems. Creativity. Taking ownership of your project and ensuring the end result is of the highest quality. Strong communication skills as you'll need to share updates to the Management Team. Self-manage your project workload and responsibilities and be able to focus on what you do best and without interruption. You need to be happy to ask questions but also confident enough to work through the system, the practicalities and assess the best options for yourself. Have the flexibility to start and work on other business projects as the term progresses.",,"460554 | Software Developer | Marketing Kitchen Inc | Divisional Office | 1 | Markham | Intermediate, Senior | 113 | Mar 10, 2026 9:00 AM"
460551,460551,Product Manager (Co-op) - AI Adoption,Communitech Corporation - Divisional Office,Kitchener,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM","This role requires students to be flexible in that at the time of matching, students will not know the specific business they will be matched with. It will be a small to medium sized business located in the Waterloo Region. Students will be matched with Communitech for the time being until SME placements have been determined. Students will have option to indicate industry preference during the interview.","In this role, your responsibilities will include: Deeply understand the business needs Research product trends to keep up to date with the rapidly evolving world of Technology Collaborate with AltaML to identify where machine learning may be uniquely capable of solving those needs Quantify the opportunity by estimating the value to the customer Formulating a product vision Translating your vision into a product roadmap Breaking down the roadmap into releases that deliver incremental value Write requirements and user stories, create simple wireframes, prototypes, and develop test, release, and feedback plans Work collaboratively with the Software Developers (Co-op), the business that you are working with, and AltaML to ensure clear communication of objectives, prioritization, iteration, and successful delivery Test solutions Formulate and execute a go to market strategy Monitor where your strategy is failing and determine the right pivots to improve growth and profitability","Confident, clear, and concise communication (written, verbal) and strong active listening skills Ability to collaborate and work in a team Ability to work independently Maintain confidentiality Critical thinking and problem solving skills Professional interaction with customers, including executives Experience with the full life cycle of a product, from conception to revenue Experience with machine learning Knowledge of additional functional areas such as Engineering, Project Management (SDLC), UX/UI, Marketing, or Agentic AI is an asset",,"460551 | Product Manager (Co-op) - AI Adoption | Communitech Corporation | Divisional Office | 7 | Kitchener | Intermediate, Senior | 312 | Mar 9, 2026 9:00 AM"
460541,460541,Data Analyst,Ontario Ministry of Health - Associate Deputy Minister's Office - Clinical Care and Delivery,Toronto,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",Students are responsible for ensuring they are eligible for an 8-month work term before applying. Please discuss your work/study sequence flexibility with your academic advisor as soon as possible.,"What can I expect to do in this role? Support the development of database improvements and development Improve and import historical data sources into the current Access database Assist in the development of data processes, tools and information monitoring and reporting methods Coordinate, organize and maintain project work plans and historical documentation system Support and assist project teams and working groups to develop data reports","The knowledge and skills we look for that support these activities include: Technical knowledge: You have knowledge of performance measurement, data collection, analysis and synthesis. You have knowledge and skills in MS Access and Excel. You have knowledge of theories, principles and best practices in the field of analytics, information management, data standards, data modelling, data mining and evidence informed decision-making Research and Analytical Skills: You can collect, organize, and analyze data to identify trends, issues, and opportunities You have demonstrated analytical and problem solving skills to plan and conduct assigned projects. You can make recommendations to address gaps and data improvements You have the ability to anticipate, analyse, monitor and assess complex and large scale issues and identify impacts of issues. You have the ability to conduct research, synthesize information, prepare analyses, reports and recommendations. Project Management and Organizational Skills: You are able to plan, organize, and manage multiple tasks and projects with competing deadlines Teamwork Skills: You can establish and maintain effective working relationships with colleagues and stakeholders at varying levels You can participate and contribute to committees and projects",,"460541 | Data Analyst | Ontario Ministry of Health | Associate Deputy Minister's Office - Clinical Care and Delivery | 1 | Toronto | Intermediate, Senior | 154 | Mar 9, 2026 9:00 AM"
460539,460539,Software Developer (Co-op) - AI Adoption,Communitech Corporation - Divisional Office,Kitchener,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM","This role requires students to be flexible in that at the time of matching, students will not know the specific business they will be matched with. It will be a small to medium sized business located in the Waterloo Region. Students will be matched with Communitech for the time being until SME placements have been determined. Students will have option to indicate industry preference during the interview.","In this role, your responsibilities will include: Participating in the design, development and testing of solutions Implementing low-latency, high-availability, and performant applications Collaborating with AltaML to write production ready code that is easy to read, secure and well unit-tested Providing feedback on colleagues code as part of code review process Writing automated unit and integration tests for client solutions Performing quality assurance of solutions implemented Following security best practices for solution deployments Implementing data security requirements and best practices Coordinating the effective use of your time, often balancing priorities between multiple projects Integration of ML components with existing business systems Development and integration of cloud components in Azure, AWS and GCP Development of simple front-end applications using the SPA framework Continuous identification of process improvement opportunities Working with project teams and clients to understand their requirements Proactively pursuing self-instruction on relevant technical topics and new concepts Generating written reports and documentation as needed Other duties as assigned","Clear and concise written and verbal communication and strong active listening skills Ability to collaborate and work in a team, as well as independently Able to maintain confidentiality and utilize critical thinking and problem-solving skills Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3. Knowledge of user authentication and authorization between multiple systems, servers, and environments Working knowledge understanding of code versioning tools (GIT) Working knowledge of C#, Python or a similar development language that indicates you could easily transfer the knowledge Experience with the following would be highly desirable: creating RESTFUL services using a framework Agile and Scrum microservice architecture unit test and debugging skills is highly desirable database schema creation containers (E.g., Docker, Kubernetes, Azure Containers) DevOps and taking solutions to the Cloud (E.g., Azure, AWS, GCP) fundamental design principles behind building scalable applications authentication and authorization between multiple systems, servers, and environments Working knowledge and experience with Large Language Models (LLM) and/or Agentic Solutions is considered an asset Experience with React is an asset",,"460539 | Software Developer (Co-op) - AI Adoption | Communitech Corporation | Divisional Office | 14 | Kitchener | Intermediate, Senior | 387 | Mar 9, 2026 9:00 AM"
460538,460538,Construction Site Co-op,SKYGRiD Construction Inc - Head Office,Mississauga,"Junior, Intermediate, Senior",,"Mar 9, 2026 9:00 AM",Traveling required: Yes - GTA,"Key Responsibilities: • Daily Journal entry. • Issuing Purchase Orders for all material suppliers. • Assisting with quantity take- offs from drawings as required. • Coordinating and maintaining current records of drawings and consultant revision notices. • Distributing Drawings to Trades. • Recording site minutes of meetings. • Responsible for updating and keeping track of Construction Schedule. • Assisting with planning, scheduling, and coordinating on jobsite. • Liaising with clients, sub- contractors, and internal departments • Assisting in communications with the large group of contractors and consultants. • Assisting site management staff with numerous administrative duties. • Maintaining and organizing files. • Keeping track of Site Equipment and Small Equipment Rentals. • Keeping track of Concrete and Rebar count and entry. • Printing and distributing Deficiencies for Trades to complete. • Responsible for Completions of Deficiencies. • Participating in toolbox meetings, safety meetings and safety training • Other duties, as required.","• Must be currently enrolled in a Canadian Post- Secondary institution with a focus in Construction Management, or relevant. • Strong and effective communication, writing, and computer skills are essential. • Student should have a sense of urgency. • Good organizational skills, as well as attention to detail. • Strong initiative. • Ability to perform in a fast-paced construction environment. SKYGRiD Construction Head Office is located in central Mississauga, Ontario. Site projects are located in various areas of the Greater Toronto Area, Travelling will be required to job site. Having a vehicle would be beneficial.",,"460538 | Construction Site Co-op | SKYGRiD Construction Inc | Head Office | 1 | Mississauga | Junior, Intermediate, Senior | 170 | Mar 9, 2026 9:00 AM"
460536,460536,check_circle QA Analyst Intern,Propel Holdings Inc - Divisional Office,Toronto,"Junior, Intermediate",,"Mar 9, 2026 9:00 AM",,"Participates in project cross-functional team meetings and provides QA status updates. Reviews software requirements with Business Analysts. Creates, Documents and executes test cases for the Loan Management, Lead Management and Reporting systems. Ensures all test artifacts adhere to testing standards. Inform defects and error to development team and help to recreate/debug the issues. Ensure that final product satisfies the product requirements and end-user expectation Contributes to assessing go-live readiness, participates in product release process. Participates in project closure activities. Provides on-going support for live applications. Prioritizes and manages own workload in order to deliver quality results and meet timelines. Works with the user groups (originations, servicing, finance). Coordinates and maintains specifications for a common test environment so that developers and QA can test against. Prepares and maintains technical documentation for application support. Identifies and supports process improvements leading to higher quality standards.","On track to complete University Degree in Mathematics, or Computer Science related field is preferred. 1 -2 years of hands-on experience in Quality Assurance in a software development setting. Experience in the financial services, credit or FINTECH industry asset. Strong understanding of Quality Assurance business concepts, systems integration, deployment verification, and being able to accurately define Test Plans, Test Cases and Test Strategies. Ability to execute test cases with a good level of competency in various test environments and understanding of the purpose of the testing in the environment. Experience reviewing business, software requirements documents, documenting and logging defects. Strong attention to detail, customer service skills, self-motivated, quick learner, shows initiative. Excellent verbal and written communication skills Strong analytical and problem-solving skills Knowledge of backend services and integrations. Knowledge and use of test management and defect tracking tools such as TestRail or HP ALM. Good understanding of Agile and Waterfall development methodologies.",,"460536 | check_circle QA Analyst Intern | Propel Holdings Inc | Divisional Office | 2 | Toronto | Junior, Intermediate | 400 | Mar 9, 2026 9:00 AM"
460534,460534,Financial Reporting Intern,Propel Holdings Inc - Divisional Office,Toronto,"Junior, Intermediate",,"Mar 9, 2026 9:00 AM",,"Coordinate and complete month-end and quarter-end closing activities including controls documentation and testing, including, but not limited to, journal entries, balance sheet & bank account reconciliation, and key variance analysis to help guide business decisions Maintain and enhance a comprehensive set of controls designed to mitigate risk and enhance the accuracy of the company's reported financial results Support the generation of weekly and monthly reporting to investors and lenders Support and streamline daily, weekly, monthly reconciliations of GL ledgers Review and maintain general ledger system within ERP system (NetSuite) Assist with various Financial Reporting team and Finance special projects and new business initiatives Identify opportunities to improve reporting and accounting processes and controls with a focus on building efficiency and effectiveness Prepare and update working papers requested by auditors for quarterly financial review and annual audit Contributing to the Finance team as a strategic thinker, highlighting concerns or potential risks in a proactive manner","Working knowledge of Accounting and GAAP Curiosity and a commitment to understanding complex financial transactions Ability to adapt well to change in a fast-paced environment Knowledge in the use of databases, query tools, and advance Excel Demonstrated ability to perform under pressure Excellent communication, collaboration, and relationship management skills Committed to getting the job done with outstanding work ethic, in a fast paced, dynamic environment Strong attention to detail and organization skills, motivated and able to multitask",,"460534 | Financial Reporting Intern | Propel Holdings Inc | Divisional Office | 1 | Toronto | Junior, Intermediate | 178 | Mar 9, 2026 9:00 AM"
460532,460532,Private Bank Service Associate,Bank of Montreal - Bank of Montreal (China) Co Ltd,Shanghai,Junior,,"Mar 10, 2026 9:00 AM","This position is located outside of Canada. It is the student's responsibility to ensure they are eligible to work in the destination country, and that they have/obtain the necessary documentation required to participate in this co-op work term. The University may provide procedural guidance and a Letter of Support to support a student's application for this documentation, but cannot provide specific immigration advice or arrange for this documentation on a student's behalf. Ensure you have read and understood the eligibility requirements outlined here: https://uwaterloo.ca/co-operative-education/work-abroad/before-you-go/co-op-requirements/",telephone reception face-to-face customer services administrative duties bilingual skills - fluency in Mandarin and English adaptable good planning skills,"comfortable using a telephone and communicating with customers comfortable directly working with customers administrative skills, using Microsoft and Excel, and other programs as needed bilingual - English Mandarin willingness to adapt to a new environment good planning skills cultural intelligence",,"460532 | Private Bank Service Associate | Bank of Montreal | Bank of Montreal (China) Co Ltd | 1 | Shanghai | Junior | 41 | Mar 10, 2026 9:00 AM"
460529,460529,Emerging Technology Co-op - Data and AI Solutions,Orbit Accountants - Divisional Office,Toronto,Senior,,"Mar 9, 2026 9:00 AM",,"Assist in designing and building internal tools that support business operations Develop and maintain data pipelines that integrate multiple business platforms Transform raw operational data into structured datasets for reporting and analysis Support development of dashboards and performance reporting systems Contribute to automation initiatives that improve workflow efficiency Participate in artificial intelligence-related projects, including prompt design and lightweight tool development Test, document, and refine internal systems to ensure reliability and scalability Collaborate with cross-functional teams to translate operational needs into technical solutions","Currently enrolled in Computer Science, Data Science, Engineering, or a related technical program Experience with at least one modern programming language (e.g., Python, TypeScript, Java, C++, etc.) Familiarity with structured query language and working with data Basic understanding of application programming interfaces and system integrations Experience working on technical or data-focused projects (academic, co-op, or personal) Strong analytical thinking and problem-solving skills Ability to work independently in a fast-paced environment Clear communication skills and comfort presenting technical work Optional but helpful: (i) Exposure to dashboarding or data visualization tools (ii) Exposure to automation or artificial intelligence tools",,"460529 | Emerging Technology Co-op - Data and AI Solutions | Orbit Accountants | Divisional Office | 1 | Toronto | Senior | 102 | Mar 9, 2026 9:00 AM"
460528,460528,Events Coordinator,University of Waterloo - Velocity,Kitchener,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",,"Event Planning and Coordination: Collaborate early with the Velocity team to support the strategic planning of events, ensuring alignment with business objectives, sponsorship goals, and target audience needs. Proactively identify potential risks and challenges during the planning phase and implement effective solutions to prevent disruptions. Develop and maintain detailed event timelines, budgets, and task checklists to ensure all preparations are completed well in advance of event day. Promote events across campus through physical outreach such as boothing, distributing materials, and engaging directly with students to drive attendance and awareness. Support the distribution and posting of promotional materials (e.g., posters), ensuring visibility and reach, while maintaining brand consistency. Ensure all event communications and materials reflect the Velocity brand appropriately, maintaining the reputation of Velocity and the University of Waterloo. Establish and adhere to internal planning deadlines that ensure all logistics, communications, and materials are finalized days and weeks before the event to de-risk event day disruptions. Event Logistics: Provide comprehensive logistical support including catering coordination, room bookings, AV setup, printing of briefing materials, and managing invitations, communications, and registration processes. Ensure all signage, equipment, and materials are prepared and in place well ahead of event start times. Conduct pre-event readiness checks, including walk-throughs, AV testing, and contingency planning, to ensure all elements are functional and aligned with expectations. Work closely with the Velocity events team, broader Velocity staff, and external vendors to ensure seamless coordination and timely delivery of all event components. Maintain and manage inventory of event supplies, merchandise, and promotional items, ensuring availability and readiness for each event. Event Execution: Support Velocity team and take ownership of on-site event operations, ensuring all activities run smoothly and according to plan, with a focus on delivering a high-quality experience for attendees, sponsors, and partners. Arrive on-site well in advance of event start time to oversee setup and conduct final checks (AV, signage, registration, catering, etc.). Actively contribute to structured pre-event briefings with team members and Campus Ambassadors to confirm roles, timing, and escalation protocols. Coordinate and guide Campus Ambassadors, ensuring they are well-prepared and effectively executing their assigned responsibilities. Provide real-time support to resolve issues as they arise, maintaining a professional presence and upholding the Velocity standard of excellence throughout the event. Capture photography and testimonial to support post event reporting. Event evaluation and reporting: Assist in collecting and analyzing feedback and performance data to assess attendee satisfaction and event impact. Contribute to post-event reports that summarize key metrics, outcomes, and actionable insights for future improvements. Provide thoughtful input and recommendations to enhance the overall event experience and optimize operational efficiency. Include evaluation of preparedness, setup timing, and issue resolution in post-event debriefs to drive continuous improvement.","Required: Exceptional organizational and time management skills, with a proven ability to plan ahead, meet internal deadlines, and prioritize tasks to ensure early preparedness and smooth event execution. Strong communication and interpersonal skills to effectively collaborate with team members, vendors, sponsors, and student ambassadors, and to represent Velocity professionally during events. Proactive and self-directed, with the ability to work independently while also contributing collaboratively to a fast-paced, high-performing team. Detail-oriented and accountable, with a commitment to delivering high-quality, well-prepared events that reflect Velocity's reputation and business objectives. Flexible and adaptable, with the ability to thrive in dynamic environments and respond calmly and effectively under pressure. Physically capable of supporting event setup and teardown, including moving and arranging chairs, tables, signage, and other materials (must be able to lift up to 40 lbs). Comfortable with extended periods of standing and active engagement during events. Willingness to work flexible hours, including early mornings, evenings, and occasional weekends, to support full event lifecycles from setup to teardown. Nice-to-have: Previous experience in event planning or execution is a plus but not required. Familiarity with basic event logistics and an understanding of event planning principles. Experience using tools for task tracking, timeline management, and event coordination. Experience in graphic design of marketing assets. Education:",,"460528 | Events Coordinator | University of Waterloo | Velocity | 1 | Kitchener | Intermediate, Senior | 66 | Mar 9, 2026 9:00 AM"
460527,460527,Field Technician,Pestalto Environmental Health Services Inc - Divisional Office,Waterloo,"Junior, Intermediate",,"Mar 9, 2026 9:00 AM",,"Candidates must be self-motivated, self-starters, able to work independently, and able to commit to working the full term from May 27th to the end of August. Employment in Ontario will begin on ca. May 27th and will continue through to the end of August (Labour Day). Employees must commit to working the full term of the contract to the end of August. Employees will be required to work 40 hours/week; 8 hours a day, Monday to Friday; 7 a.m. to 3:30 p.m. The work will involve the application of biological larvicides to the urban catch basins using motorized scooters and vehicles. Accepted candidates could face physically and mentally demanding outdoor work conditions and therefore must be highly motivated, energetic, committed, and in good physical shape. Outdoor work is a very considerable component of these positions, and sometimes the weather can be inclement during summer months.","Candidates should have a valid G driver's license and provide evidence of driving experience and have a good driving record. Operation of company vehicles is expected. Summer employees will also need to be in possession of a valid pesticide technician's certificate (training, materials & testing provided). They must provide documentation that they have completed the on-line course for scooter operation (provided by the company). Candidates must agree to a 2-day orientation session in May and will be paid for their participation. This training will include all aspects of the job including product application, safe operation of a motor vehicle, and an in person rider training course offered by the Rider Training Institute (RTI) The applicator certification exam will be written prior to the orientation session and at no cost to the individual. It is considered an asset to be familiar with GPS technology and familiar with working from maps. Experience with safe scooter (or motorcycle) operation will also be considered an asset but not essential While there are no guarantees, some outstanding individuals who successfully completed a work term with Pestalto went on to work for Regional Health Units.",,"460527 | Field Technician | Pestalto Environmental Health Services Inc | Divisional Office | 1 | Waterloo | Junior, Intermediate | 29 | Mar 9, 2026 9:00 AM"
460525,460525,Accounting Assistant,Inter-Varsity Christian Fellowship of Canada - Divisional Office,Etobicoke,Junior,,"Mar 9, 2026 9:00 AM",,"Primary Activities: Assist in carrying out the daily accounting and financial reporting tasks including but not limited to accounts payable function, camp accounting function and payroll computation of summer camp staff etc. Assist in the planning and execution of internal control system enhancement and system implementation projects. Collaborate with finance team to understand project requirements. Conduct system testing and validation to ensure functionality meets specifications. Prepare and maintain documentation related to implementation processes, including user manuals and training materials. Monitor system performance post-implementation and address any arising issues.",University student studying Finance/Accountancy or Business. Good knowledge of internal control system design. Strong analytical skills. Good communication and interpersonal abilities. Ability to work collaboratively in a team environment. Proficient in Microsoft Office Suite.,,"460525 | Accounting Assistant | Inter-Varsity Christian Fellowship of Canada | Divisional Office | 1 | Etobicoke | Junior | 114 | Mar 9, 2026 9:00 AM"
460519,460519,Office Administrator (Co-op),Sahara Consultancy Inc. - Divisional Office,Markham,"Junior, Intermediate, Senior",,"Mar 9, 2026 9:00 AM",,"Administrative & Office Operations Support daily office administrative activities under the guidance of the Office Manager Assist in coordinating office workflows to ensure smooth and efficient operations Maintain organized digital and physical filing systems for correspondence, reports, and records Draft and format professional emails, letters, notices, and internal communications Prepare, update, and maintain documents using Microsoft Word and Excel Assist with compiling reports, trackers, and summaries for internal review Monitor shared inboxes and assist with internal and external email follow-ups Maintain action trackers related to ongoing projects and administrative tasks Support timely follow-ups to ensure assigned items are completed Assist with scheduling internal and external meetings Help manage calendars, meeting rooms, and virtual meeting arrangements Support meeting preparation, including agendas, notes, and follow-up documentation Assist the Office Manager with assigned tasks and administrative priorities Track deliverables and deadlines to support efficient task completion Provide general administrative and ad-hoc support as required","Currently enrolled in a Diploma or Bachelor's program in Business Administration, Management, Communications, or a related field Strong interest in administrative operations, office management, or consulting environments Proficiency in Microsoft Office (Word, Excel, Outlook); experience with document formatting and basic data tracking is an asset Strong written and verbal communication skills Excellent organizational skills with attention to detail Ability to manage multiple tasks and meet deadlines in a structured environment Ability to work independently while collaborating effectively within a team Professional attitude and discretion when handling confidential information",,"460519 | Office Administrator (Co-op) | Sahara Consultancy Inc. | Divisional Office | 1 | Markham | Junior, Intermediate, Senior | 156 | Mar 9, 2026 9:00 AM"
460514,460514,Mechatronics Engineering,University of Waterloo - Faculty of Engineering,Waterloo,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",,"Project 1) Work with a 4B/graduate student to run PLC program (Beckhoff TwinCAT) to operate the CDPR setup. Project 2) Work with Prof. Soo Jeon to collect 3D scan data and RGB images of various shapes and sizes of flexible cables. Project 3) Research on existing methods of simulating flexible cables within NVidia IsaacSim environment. If not available, the student is expected to develop a custom module possibly using some FEM libraries. The co-op student is expected to work minimum 7 hours a day, 5 days a week, and will update progress through weekly meetings with Prof. Soo Jeon. Project 1 will be conducted in collaboration with a 4B/graduate (Accelerated MASc) student while Projects 2 and 3 will be mostly performed independently.","1) Good knowledge on undergraduate level mechatronics concepts (mechanisms, design, modeling, sensors/actuators, control, etc.) 2) A quick learner (basic knolwedge on PLC programming with TwinCAT and experience on IsaacSim will be a plus but not necessary) 3) A good communicator for collaboration with lab members, and also to give presentations at the monthly zoom meetings with the industry partner 4) For Project 3, basic knowledge on MODS (mechanics of deformable solids, e.g. ME/MTE 219) needed 5) Need to be comfortable working with both HW and SW",,"460514 | Mechatronics Engineering | University of Waterloo | Faculty of Engineering | 1 | Waterloo | Intermediate, Senior | 88 | Mar 9, 2026 9:00 AM"
460503,460503,Software Developer (Startup),Lindy - Divisional Office,San Francisco,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",The University of Waterloo has compiled guidance and frequently asked questions for co-op students planning to work in the U.S. Please review this important information before deciding to apply for a U.S. work term. Work abroad co-op requirements webpage USA Work Permit/J-1 Visa webpage,"What You'll Work On Lindy engineers are solving some of the most compelling problems in AI today - and as a co-op, you'll be in the middle of it. You'll work on the AI assistant that helps people actually run their lives: managing communications, scheduling, priorities, and the hundred small things that eat up a person's day. Depending on priority, you might work on: Building and improving core AI assistant features that users interact with daily Expanding integrations across our library of 5,000+ third-party APIs so Lindy can connect to more of a user's world Contributing to our dynamic LLM routing system and self-healing agent mechanisms that make the assistant reliable at scale Working on real-time capabilities like audio and telephony that power Lindy's voice features Shipping across the full stack using TypeScript, GraphQL + Relay, and deploying on Kubernetes in GCP","What We're Looking For Currently enrolled in a Computer Science, Software Engineering, or related program (Work Term 5 or 6 preferred) Hands-on experience with modern web development (JavaScript/TypeScript, Python, or similar) Some exposure to AI/ML tools, APIs, or agent frameworks is a strong plus You've built something - a side project, a hackathon entry, something you're proud of You're passionate about AI and what it can do for people You've played on a team - sports, robotics, anything that required showing up consistently and pushing through when it got hard You're the kind of person who thinks ""I know someone who needs this"" the moment they see a useful product",,"460503 | Software Developer (Startup) | Lindy | Divisional Office | 1 | San Francisco | Intermediate, Senior | 380 | Mar 9, 2026 9:00 AM"
460487,460487,Supervision & Governance,CIBC Mellon - Divisional Office,Toronto,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",,"Business Communications Familiarity - Comfortable with professional business communication practices. Proficient in Excel, VBA, and/or Power BI - Skilled in using Excel for data analysis, with experience in VBA scripting and/or Power BI for advanced reporting and visualization. Collaboration - You're motivated by collective success. You know that teamwork can transform a good idea into a great one. You know that an inclusive team that enjoys working together can bring a vision to life. Time Management - Effectively prioritizes tasks, manages deadlines, and organizes workload to ensure timely and efficient completion of responsibilities. Assisting the team - You'll provide exceptional client service and perform general administrative and operational support.","You are working towards a degree in Business, Finance, Economics, or related field. Banking or Capital Markets Experience - Has prior experience working in banking or capital markets environments. You're motivated by collective success. You are a team player and have the ability to work well within a group setting. You know that teamwork can transform a good idea into a great one. You know that an inclusive team that enjoys working together can bring a vision to life. You put our clients first. You have strong client and relationship management skills. You engage with purpose to find the right solutions. You're goal oriented. You are motivated by accomplishing your goals and delivering your best to make an impact. You demonstrate an aptitude for business development skills. Values matter to you. You bring your real self to work, and you live our values - trust, teamwork and accountability.",,"460487 | Supervision & Governance | CIBC Mellon | Divisional Office | 1 | Toronto | Intermediate, Senior | 79 | Mar 9, 2026 9:00 AM"
460387,460387,Computational Research Assistant,University of Waterloo - Systems Design Engineering,Waterloo,"Intermediate, Senior",,"Mar 9, 2026 9:00 AM",,"Conduct a systematic literature review on rooftop solar adoption research to understand gaps in current research Preprocess empirical datasets, including rooftop solar installation data, U.S. census data, and climate risk data, for computation Implement multiple computational techniques to quantify and analyze how rooftop solar adoption spreads (e.g., information theoretic approaches, machine learning modelling) The student may also be invited to meet with the donors during a future visit to the department","Interests in complex systems science, human-environment interactions, computational social science, energy justice Currently enrolled in an undergraduate program Good oral and written communication skills Good mathematical and computational skills Ability to work independently Experience in complex systems is a huge plus",,"460387 | Computational Research Assistant | University of Waterloo | Systems Design Engineering | 1 | Waterloo | Intermediate, Senior | 55 | Mar 9, 2026 9:00 AM"
460359,460359,"Intern, Underwriting Operations",Fairstone - Toronto,Toronto,Junior,,"Mar 9, 2026 9:00 AM",Students are responsible for ensuring they are eligible for an 8-month work term before applying. Please discuss your work/study sequence flexibility with your academic advisor as soon as possible.,"Action support tickets raised by Underwriters and Mortgage Officers in a daily duty as assigned Review mortgage files and ensure data and documentation is accurate and complete per assigned investigations Communicate effectively with all internal and external contacts Review daily UW Operations control reporting and action issues raised which will include analysis, discussion/follow up with internal parties to address issues detected Action service tickets, predominately for data quality issues, with detailed analysis of issues and recommendations to Data Steward for updates to correct detected data issues Perform other duties and assist with special projects to support underwriting and other operational functions within the Underwriting Centre, as required Assisting in gathering/documenting requirements Documenting test cases, setup of test data, executing test cases and documenting test results Raising defects for failed test cases, working with technical teams to understand and/or reproduce test results and retesting once defects have been resolved Data cleanup analysis and related activities Updating current process and procedure documentation Reporting and data analysis Executing business activities on Proof of Concept and Pilots Performing business-user activities and support other business users as required as initiatives are piloted and rolled out to the UW organization","Authorized to work in Canada Enrolled in Post-Secondary program and completed at least 3 years Accuracy and efficiency through complex activities Solution-focused, takes initiative to work effectively within established guidelines Strong organizational and time-management skills Proven ability to work both independently and collaboratively within a team environment Analytical and detail oriented Customer service, interpersonal, relationship building and listening skills Effective written/verbal communication Adaptable within a fast-paced, deadline-driven environment Knowledge of MS Office",,"460359 | Intern, Underwriting Operations | Fairstone | Toronto | 1 | Toronto | Junior | 46 | Mar 9, 2026 9:00 AM"
